お正月や春じゃなくても何か新しいこと始めたっていいよね
素晴らしい作品だった。ビリーにとってのダンスは小沢にとってのなんなんだろう
＃ビリーエリオット https://t.co/Pj3gvLekFk
まさかこのタイミングで風邪ひくことになるとはさすがの小沢も思わなかったぜ
毎週月曜深夜一時からabemaでスピードワゴンの生放送。theNIGHT。今夜も生放送です！これが小沢の夜ご飯です https://t.co/6jSn6KQPtu
すごい子供の頃、家で炒飯を作ったことがある。手加減がわからないのでコショウと塩をジャリジャリ入れた。いっぱい入っている方が美味しいと思っていた。美味しくなかった。その日から料理を作ったことがない
面白い後輩見つけた https://t.co/zfXm4Wlmi8
面白い人見つけた https://t.co/0zOiT9Bw1C
一本終わって次の現場へ https://t.co/gSxMmTWTe8
仕事の合間に十代の時にずっとお世話になってた先輩からすごく久しぶりに連絡をもらう。背筋が伸びて電話かけながらお辞儀していた
三人で地元とロケ中 https://t.co/aSdBXCimUd
どうしてもカレーパンが食べたかった https://t.co/7oMvN0pJb1
体重の増減が激しいので二日前より2キロ重い。顔が重い。
マスマンと日本のお酒飲んでたらポーグス聴きたくなってきた。けど早く帰って眠らなきゃ
ココイチ寄って帰ろうと思ったらマスマンが誘ってくれた。持つべきものはマスマン https://t.co/6bzfsEUtDT
楽しい特番収録終了。明日も7時半起きなのにカレーが食べたい小沢がいるよ
まだまだ続くよ本番は https://t.co/97gE2fhCeu
大阪の皆さんサタデープラス今日出演します！よろしくです！八時から生放送です！と行ってもまだ小沢は東京です！
移動が最近多くKindleにはまっているのでオススメ漫画やオススメ小説教えてください
今日も一日仕事が終わって帰宅。明日朝5時起きなのにこれを食べてしまうのが小沢なのだよ https://t.co/mfZFCgBVIN
温度湿度、風の感じ、空の色。一年で完璧な日がどれだけあるかわからないけど結構それに近い日なんじゃない
大阪は雨。東京に着く頃にはやんでるといいな。どっちも。
あまり先のことは考えないタイプだと思っていたのだけれど新しい話をいただいてちょっとだけ期待している。自分に。
まもほん https://t.co/z3FIc6OzXK
面白い後輩見つけた https://t.co/Fm7PAcxtcV
面白い先輩見つけた！ https://t.co/GHdZXlTmnj
カレーおいしかった。大阪に行ってきます https://t.co/fxSatWGgpw
たくさん本を買ったりCDやDVDを買ったり。すごく幸せな気分になる。ナポリタンもそうだけど https://t.co/rO2FNP13gW
まだ喋れないはずの赤ちゃんが小沢さんのこと好きだよって言ってくる夢を見たのでなんか幸せだったな今朝は
朝からタフなストマック https://t.co/DnfhaVqHr2
ホテル泊まったら朝ごはんちゃんと食べる系四十代 https://t.co/hyGNvVCCRV
最高に楽しい夏の日だった。なんかうまく言えないけどこんな日知ってること忘れてた https://t.co/2BYUbneFGS
信じられないだろ…これで俺たちのマネージャーなんだぜ… https://t.co/l514TQOeYB
これがホリプロの社長です。皆様よろしくお願い致します https://t.co/0VQlwl9s5G
♪夏が終わっても真夏はそのまま〜〜 https://t.co/qZVWEccbCv
宗像フェスやってます！夏！ https://t.co/CXAHEr9AZG
空港で朝から蕎麦食う四十代 https://t.co/DzQ5WuS9dc
朝から福岡へ。東京は少し涼しく。福岡の気温が想像つかないので服悩む
友達と揚げ物祭 https://t.co/4yAvSvOaen
過ごしやすい天気。風が気持ちいい。まだ聞こえる蝉の声と空が眩しすぎるからもう
真夏のピークが去った https://t.co/DrQUN5dvIW
七月が始まればリンクの『ロマンチックサマー』が聴きたくなって八月最後の日が来ればニーネの『夏休みは終わりだ』が聴きたくなるのはどうしようもない
頭ではわかってるんだ。わかってるんだけどやっぱり終わるのが近づいてくるとちょっぴりね。さよならなんかはいらないよ。会いたくなったらまた来いよ。八月。
女性ファッション誌『美人百花』で好評連載中の『Don’t恋』。毎月、小沢さんがアラサー女子の悩みを甘〜〜いささやきで吹き飛ばしてくれています。そこで、みなさんのお悩みも大募集!!　恋愛や仕事、友達関係などなど。小沢さんに答えてほしい相談ごとをつぶやいてくださいませ!!
タマゴを焼いたやつにケチャップかけて食べたい
まもほん https://t.co/IctchZGG4y
漫才が好きな後輩たちと飲んだり喋ったりしてると本当に楽しい。楽しいが幸せなら小沢は幸せな人生だな
下北沢の夜はふけて https://t.co/LNj4PeYKin
面白いコンビ見つけた https://t.co/dHIXageYzu
打ちあがる https://t.co/xhQraGdira
東京センターマイク終了！もっともっと新ネタやりたいな https://t.co/a8mLgnH6Ub
毎月最終月曜はスピードワゴンのライブ。今月は『東京センターマイク』今月も新ネタの漫才やります！ぜひ！ https://t.co/QFkUd350SH
これが40オーバーのランチ https://t.co/oI91y0AD4D
これ初めて食べてめちゃくちゃ美味しんだけどなんて鍋 https://t.co/cHL2UkTJXt
毎年恒例ホリプロ真夏のガチバトル今年も終了しました。小沢は今年も審査員やらせてもらいましたー。今年の優勝者は磁石でしたー！そして今から100人で打ち上げ！店内全員ホリプロ状態！ https://t.co/ccn1F3OAd6
トマトは好きだけどトマトジュースは好きじゃない。スイカも好きだけどスイカジュースは好きじゃない。梨もそうだしおでんもそう
録画予約を忘れていたのを思い出し仕事に行く途中のタクシーに一回家に帰ってもらうくらい今日のゴッドタン楽しみ！
https://t.co/61eFFWlF6W
漫才の台本を書いていると早くやりたいといつも思う。何度もやりたくなるネタになるといいなあといつも思う
昨日の夜食べたラーメンがお腹を痛めつける https://t.co/Zaeemth46H
8時15分からNHKあさイチ生放送です https://t.co/TIXRXGLGcg
福岡の皆様今夜もRKBにて旅チャレよろしくです！ https://t.co/artepiZoZT
夏が夏でいてくれるなら僕らは夏をするべきだ
人にどう思われるかは大切かもしれないけど絶対に一番大切なことではないと思う
まもほん https://t.co/qfV9w9MMJv
今朝見た夢は最悪だった。でもきっと同じ場面で同じことをしてしまいそう。
毎週月曜深夜一時はabemaにてスピードワゴンのtheNIGHT。今日は夏にふさわしく童貞強化合宿スペシャル！今夜も生放送です！ https://t.co/4wXqmqiMg6
大きな足音で近づいて来たんだからいなくなる時も忍び足でいなくならないでよ夏
今日も朝から名古屋へ。今日こそ移動中何も食べないと決めて。
体重計が見たことない数字をしめしている。全部夏のせいだ…
ありがと鹿児島また来る熊本 https://t.co/geBb8rHfIb
海は広いね父さん https://t.co/mZuL0481L9
海はいいなぁ https://t.co/7QLVYWZyqK
ロケ朝ごはん https://t.co/CSlikz9jWd
夏のおでん https://t.co/fh5diSOMWj
熊本ロケ終了し鹿児島に移動してみんなで夜ご飯。夜は暗いことを思い出した https://t.co/QldQ9CuyJW
朝六時の飛行機で熊本にやって来た。あまりの眠さに移動中眠っていたらしい。ますで屍のように。 https://t.co/dZLrdddP6y
徳井義実、下から見るか横から見るか https://t.co/74cNtaAKsc
まもほん https://t.co/jaLfyXFJVO
福岡の皆様！今夜も旅チャレよろしくお願いします！徳井くんとの台湾旅最終話とバリ編スタートです！ https://t.co/kr9hl5YJxw
香港から帰ってきたら日本は雨だった https://t.co/1FjBYOkoxf
台湾に続いて香港に二人旅 https://t.co/FR0J1DY4C4
アイアンマンとキャプテンアサイに会ったよ https://t.co/NlCB0pHtaW
夏のせいだ https://t.co/ZsToZxlwEo
香港に着いた https://t.co/b81RUetxER
朝から旅に出る。 https://t.co/V7nXNShkGq
毎週月曜深夜一時から生放送でabemaでスピードワゴンのTHE NIGHTやってます。なんか毎週月曜のこの時間これ食べてる気がする https://t.co/N801A4sssy
東京は雨が降っていた。大阪は降っていない。日本の夏ロックンロール
始発の飛行機で大阪に着く。8時からの生放送間に合うのでしょうか
みんな好き
さて大阪向かうか
真夏のお笑い夜通しフェスどぅっかんどぅっかん。生放送終了。出演者のみなさんも見てくれたみなさんもお疲れ様でした！ https://t.co/QivaloKOcY
夜中の生放送前にマスマンと腹ごしらえ https://t.co/vxGhHjCVUa
コーヒーを飲みすぎるとお腹痛くなるのわかってるのにやめられない
夏の日の午後 https://t.co/Lvb4cqCAB8
両手にひまわり https://t.co/zy6bVL3FXU
まもほん https://t.co/dw34itrgcN
髪を切って頭が軽くなったので天秤座の小沢はお肉を食べて体を重くする https://t.co/Y5EVXnWOEP
今日のフジテレビの19時からの潜在能力テスト見る約束！
シャッフルを何気なくおしたら。凄いね夏 https://t.co/TEAwsTNxA5
ザメハ https://t.co/tGK8dztzkU
土曜日から大阪名古屋名古屋と三日間東京を離れてるのだが空き時間と移動時間はほぼドラクエをしている。今日も朝からロケとドラクエとロケの予定
一週間前くらいから原因不明の腰痛であった小沢だったが今まさにロケではしゃぎすぎて首も痛めた。夏に申し訳ない
夏の朝から微炭酸
大阪まもほん https://t.co/eJpsTNNMc9
帰り道水たまりの中歩いたサンダル https://t.co/XEd0yukQHJ
十代に戻りたいんじゃなくてもう一回十代やりたい
五番DHで三打数二安打三打点だったので絵日記に書きたい
夏の朝にベースボールを https://t.co/Nn5CNo5I4M
海老サイコー https://t.co/Cvod8oNfU9
夏サイコー https://t.co/PPLhYj1D3O
夏は毎日絵日記に書けるようなことしたい
まもほん https://t.co/RsrU6qSoPM
福岡の皆様。今夜もRKBで徳井くんとの二人旅『旅チャレ』よろしくお願いします https://t.co/5zSaDAaYfv
揚げ物王
仕事前にランチに行こうと思った。よくいくお蕎麦屋さんが閉店してた。初めて入る洋食屋さんに入ってみた。とても美味しかった。フライの中で二番目にアジフライが好き https://t.co/ZpFBhT7tww
大人になれば夜中に一人でもご飯食べれる。それがいいことが悪いことかは別として。夢で見たよな大人って感じ。
まもほん https://t.co/ruPtZ02i96
一年前に思ってた今日と違うけど悪くない毎日。きっと来年の今頃も。それの繰り返し。今年も八月が無事やってきた。
本日も『話スピードワゴンライブ』無事終了。ゲストはあさこー！あさこさいこー！ https://t.co/EqbeXRZtdG
突然バーン https://t.co/H2izjHKQS7
いろんなことが思い通りになったらいいのになあ https://t.co/sGmjekPKRy
蚊の皆さん。足の指だけくうのをやめてください
また今年も七月が終わろうとしているというのか
バリの夜が終わってく https://t.co/Bts5UG1NUl
今日はバリに来てる小沢ですが先日のサイパン旅、今日オンエアです！
午後4時から
テレビ愛知(テレビ東京系)
「青い海&amp;極上の癒し！常夏サイパンの旅」 https://t.co/13kjA16cof
朝起きてヨガして美味しいご飯食べて。旅はまだ始まったばかり https://t.co/16lSuocBgP
海沿いの部屋で窓を開けたまま眠るサマータイムブルース
ロケ初日終了。外から波の音が聞こえる。 https://t.co/5sDFmWLVWx
東から来た小沢 https://t.co/WDz59MRPi0
7月29日(土)
午後4時から
テレビ愛知(テレビ東京系)
「青い海&amp;極上の癒し！常夏サイパンの旅」
明日これよろしくです！
https://t.co/nFscvW1Tdj
旅に出る https://t.co/lsh4ELw0g0
朝起きて冷蔵庫見たらアルコール以外だとカルピスしか入ってない夏の朝はサマータイムブルース
久しぶりに日付が変わる前に寝たので自然とめちゃくちゃ早く起きた。おはようございます。今日は一日長くなりそう
食べすぎたお腹がスイカみたいに丸いのでサマータイムブルース
今日はこんな感じでやってました https://t.co/090vvYlKaS
夏やなあ https://t.co/Dn7J6p4Eb2
福岡の皆様。今夜もRKBで徳井くんとの台湾二人旅『旅チャレ』オンエアです！よろしくお願いします。 https://t.co/7stLDjh8rT
一本収録が終わってスタジオから外に出ると雨がやんでいた。次の仕事まで少し時間が空いたので初めて入る本屋さんに寄った。店主さんがすごく感じのいい人だった。ので今日もいい一日。
日本一コントロールのいいピッチャーって誰ですか？教えてください〜〜
某リハーサル中 https://t.co/ATCcDqgZZC
ねえどれなの
ねえどっち
嫌なこと思い出す再生機能のスイッチ壊れちゃえばいいのに
何度も何度も僕ら https://t.co/TRHnFWJqle
沖縄。オリオンビール。出川さん。 https://t.co/CFdvnZl99M
海はいい https://t.co/tnfQSio1qp
沖縄暑い… https://t.co/CXN1RDy3DT
秋野さんのお家のホームパーティーに呼んでいただいた三人組 https://t.co/mCWMVz3Riy
移動中の楽しみ https://t.co/LE7NgJOJxu
クレイジーでダイヤモンドな奴見つけた https://t.co/HXZ6MqDlTF
朝から大阪向かってる。眠い。が駅弁は食べる。
前回接戦の末小籠包を倒した餃子に新たな刺客が！
月曜ルミネ火曜NGK水曜東洋館。三日連続漫才やらせてもらえる嬉しさ https://t.co/pcwWClp4ku
梅雨明けだってさ。せーのっ！
嬉しい時にちゃんと大きな声で「やったー！」って言える人間になりたいしそう言う人間が好き
久しぶりに乗ろうと思った自転車はパンクしていた。自転車屋さんまで押して行った。休みだった。パンクした自転車を押しながらランチ食べに行った。夏だよなあ
大阪で面白い人見つけた https://t.co/MMRhmfQlLQ
後輩の結婚式から大阪に漫才をやりに行くのも幸せと言えるよね。ねえねえ https://t.co/mjvfVbNLUv
お幸せに！最高の後輩が最高の女性と！ https://t.co/jhkPrWIyyQ
結婚式に来ると結婚したくなるこの感情に名前をつけてくれ https://t.co/Yt7VwpwoOd
嗚呼！もう夏は！ https://t.co/3bhIIQ3lB6
タカトシ主催のライブにゲストでやってきましたー。すごいメンツ！ https://t.co/AE7OGGwzV8
毎日が海の日だったらいいのにな https://t.co/b9pznWeONB
マスター、ポーグスかけてくれ。って言えるような店をそろそろひとつくらい見つけたい年頃
夏本番の前に夏リハ https://t.co/UgnXUys8wP
夏の昼にマスマンと二人で王将 https://t.co/CnYiy2XUXY
今日は家でだらだらとマスマンとお酒を飲んだ。毎年夏は去年のハードルを軽々越えてくるから好きなの https://t.co/Hj9Gemd8u8
夏のせいにするか夏のおかげと思うか。どっちを選んでも夏は何も変わらない表情でそこにいるという
夏の日の午後 https://t.co/3jKT4Plwfw
ふられるのが嫌なら告白しなきゃいい。別れるのが嫌なら付き合わなきゃいい。太るのが嫌なら食べなきゃいい。汗かくのが嫌なら外に出なきゃいい。振り込むのが嫌なら麻雀しなきゃいい。それでも僕らはやってしまう。大好きだから
#筒香嘉智選手 がホームランKINGになると予想‼️プロ野球オールスターゲーム見るならAbemaTV！ホームランダービーから完全無料生中継⚾️第1戦は14日ごご5時55分からスタート！▷https://t.co/mRUk8Qlr17 https://t.co/e93JjrVLec
ハワイ行きたいな https://t.co/HUaecezSWr
明日特番の収録と別番組の打ち合わせがあることはわかっているのだが時間と場所がわからない。とりあえず早起きするしかない。
夏に疲れるなんてそれはとても罪なこと https://t.co/q64PciV6d2
僕たちは何かと理由をつけて外でご飯を食べたがる https://t.co/k08wrs664k
今夜RKBでオンエアの『旅チャレ』こんな感じの番組です。二人で何も決めず遊んでます。観れる地域の方は是非！ https://t.co/iAKjNojSEp
今夜RKBで徳井くんと小沢の2人旅『旅チャレ』オンエアです。4週に渡ってお送りしますのでよろしくお願い致します https://t.co/s0Jx9g3ljt
よろしくです〜！ https://t.co/dXmUW4lCz0
明日のスクールジャックにみんながたくさん参加してくれますように。お願い彦星様
海にやって来た https://t.co/uQxCNR0otD
夏の朝にキャッチボールもせずに海に向かう
ABCお笑いグランプリ。凄かった！全組面白かった！全員ご飯一緒に行きたいくらい好きになった！全員カッコよかった！
梅雨ボーイ夏ガール https://t.co/FAk2tx7LZB
夢の中でドラの五萬単騎で大三元をテンパってるところにリーチをかけられた。リーチ者が小沢の後ろの人に何で待ってるの？と聞いて五萬単騎と言われた。リーチ者が俺アンコやと言った。するとなぜか僕は五萬をツモって役満あがった。あまりのことにオオーっと言って目が覚めた。バクバクしている。
品川で新幹線を待っていると大阪に行く人、京都に行く人、名古屋に行く人、津に行く人。芸人さんは日曜日も働いてます！ https://t.co/4AmaFi80Vj
昨日食べ過ぎたなと思いながら大阪に向かう。それでも新幹線に乗ると駅弁食べたくなってしまう。それまでも夏のせいにしたら怒られるかな
ひひひ https://t.co/DlNUrlL997
今日もマスマンの誕生日会！最高！ https://t.co/wMwrhBfrg6
昨日は久々に飲み過ぎたから朝はお味噌汁を飲んだ。飲み過ぎた日はお味噌汁
生きる人に生まれてきた。生きることはかっこいい。誕生日おめでとう https://t.co/kLAO9JiOXx
七夕にマスマンの誕生日会なんていい感じ https://t.co/5rodFO5YJe
何かしても夏。何もしなくても夏。何かがおきそうなのが夏
ダブルJUNさん見つけた https://t.co/axo8qAfDfH
東京戻ってきてすぐ夏しました https://t.co/8vwl2LDTLA
旅に出るといつも旅先に忘れ物をしてきてしまう。今回はスイッチの充電器。やれやれだぜ
楽しい旅から帰国。夕方の仕事まで昨日の景色思い出しながらゼルダ https://t.co/VguWKzsiLO
いいホテルでいい朝ごはんと友達と https://t.co/h2B9Y5KjMi
夏の夜を一万回以上はやりたい https://t.co/GCP1WuvzcM
台湾にいたら『あの頃君を追いかけた』の事を思い出した。僕の知ってる中で一番好きなキスシーンのある映画です
徳井くんと二人旅の特番で台湾に来たよ。徳井くんはどこでも人気者で虫もずっとくっついてたよ https://t.co/vZKrecsdmH
暑くて熱くて厚い夏希望 https://t.co/2iECaKtBKl
台湾にやってきた https://t.co/qEdePAZT9D
二人旅の始まりは豚骨ラーメンでした https://t.co/Mg9TBwskvl
雨が凄い。半袖半ズボンサンダルで来て良かった。昼間買ったタオルハンカチじゃ追いつかないほど濡れた
歩いているだけで汗が止まらないのでコンビニに飛び込んでハンカチを買う七月
今日のアベマの宇宙SPが楽しかった。星って凄いな。宇宙って広いな。命ってやべえな。次元が違うぜ
毎週月曜深夜一時からはabemaTVでスピードワゴンのTHE NIGHT。今夜は宇宙SP！今夜も生放送です！
サンバイザーでいると友達にバカンス扱いされるのだけれどそもそもこの世界ってリゾート地じゃないの？
小学生の低学年の頃水彩画を描くのが好きで画板とバケツと絵の具持って出かけたのは七月だったか思い出せない
仕事終わって夜中に中華。タフなストマック
またもや見つけた！ https://t.co/shlQhHCQlg
ずっとじんわり暑い。今年の夏はサンバイザーでいきます宣言 https://t.co/FWiQwETUgh
面白美人見つけた https://t.co/HOv9WnNMpD
仕事の現場に間違えて着いた。慌ててタクシーを捕まえて移動した。そしたら入り時間も一時間早く間違えていた。おかげでなんの問題もない。しいて言うならうろ覚えで行動する小沢が問題だ
最近寝起きで立ち上がると必ず立ちくらみするんだけどこれって眠り過ぎということかしら
梅雨に遠慮して隠れてる太陽。出てきてもいいのに七月ですよ
七月インストール完了
今月末は毎日朝早くから夜遅くまで働いた気がする。気がするだけなのかこれが当たり前なのかわからないけど眠い。そして眠りから覚めればそこはもう七月
雨が降りそうな日に僕らはロケにやってきた
今年の夏の課題図書見つけた https://t.co/wwztmQoI5r
面白すぎる人見つけた https://t.co/97rojcMR2Y
まもほん https://t.co/uLUfF1h30s
朝からロケの巻 https://t.co/EoEQ4aNxvt
本日のロケ終了。今日も楽しかった。 https://t.co/jjBGdXbDhv
今日も朝からロケ行ってきまーす！ちっきしょー！ https://t.co/lQ9G4pcfkj
楽しい夜だった。明日も朝が五時間後にくるとしても。
東京センターマイク終わった夜はやっぱり漫才やってる時が一番楽しいなぁとかもっともっと漫才作りたいなぁとか後輩みんな面白いなぁとかたくさんの気持ちが軍隊作って攻めてくる。逃げられないし逃げる気もないし
アニキが小沢のために肉を焼いてくれてる！喜んでたら後ろでノブオが… https://t.co/IUgZzc0lnJ
本日も東京センターマイク終了！楽しい下北沢の夜は城西苑で！この場所では城西苑も最後！いつもありがとう下北沢とお母さん！ https://t.co/gxzK6ePz3z
本日も朝からのロケ終了し下北沢へ向かう。毎月最終月曜日はスピードワゴンのライブ。今月は偶数月なので『東京センターマイク』新ネタ漫才おろしてます！疲れた僕を元気にしてくれたのは今日のこの人の笑顔でした！ https://t.co/MCeA6ygbUn
朝からのロケ。移動中いつかの夏の写真を見ていた。今年も夏をしたいな。 https://t.co/4HdeMnfWkn
名倉さんのトークライブ『名倉の舌』終了！すごい楽しい話たくさん聞いたー！打ち上がってきます！ https://t.co/CDk0le9TND
雨が降りそうな日に僕らは海にやって来た https://t.co/ZhtU6ZiHVD
朝からロケの巻 https://t.co/CDf2HgJ817
さらばサイパンまた会おう https://t.co/HesBrLAJqB
サイパン楽しい。暑い https://t.co/xGgYj1qC4p
夏なんだな https://t.co/uGxP93B20y
星を写真で撮ることは難しい。目の前にはあるのに https://t.co/Ymu78O6ORO
サイパンで友達ができたよ https://t.co/fCIkku6oBr
小沢は振り向かない https://t.co/vH2OIbZO3x
サイパン来たのに間違えてハワイ https://t.co/gtWWcwxmY6
テレ東の特番でサイパンにロケに来ました。ずっと楽しいだけ。問題は用意しといたのに水着とベルトと充電器を家に忘れてきたことくらい https://t.co/RjWZuX8VZg
水色というか空色というかとにかく青い夏 https://t.co/nrrsFlwqgk
夏がなかなか来ないからこっちから会いに来た https://t.co/XgNdLaT6HP
今から旅に出るワゴンちゃんだよ https://t.co/6Ex2xdT0Ap
いつもこのくらいの季節は夏のドアノブを握ってる感じ。まだ鍵がかかってて開けてくれない。早く中に入りたい
笑ったり嬉しかったり喜んだりしてる時間はもちろん好きなんだけど最近では怒ったり悲しんだり落ち込んだりする時間もあっていいのかなと思えるくらいには大人になった。そりゃ当然少ない方がいいのだけれど。
風が強い日はスライダーズ
稽古場。 https://t.co/GeeyBTaQ58
強い雨の中を雨ガッパ着て自転車で走ってるお母さん見ると胸がキュンとするんですがこの胸の痛みに名前をつけてほしい
春夏秋冬に入れてもらえない梅雨が今年もまた泣いてる
最近結婚とか子供の事とか頭をよぎるようになって来たのだけれど俺もうすぐ死ぬのかな
特別な日に何かするのではなく何もない日を特別な日にするため何かするべきだ。本当そうすべきだ https://t.co/c7auvUX0iF
小沢、さっきから一人で随分と誰か待ってるみたいだけど待ち合わせ相手に何かあったのかな？
に使っていいよ https://t.co/MeugfIcEVB
家を出た瞬間思わず「わっ、夏…」と言ってしまったくらいの天気
仕事を終えて家に帰って来たらリビングにゴザが買ってあった。凄く気に入った。見た目も涼しい。もうすぐ夏が来るね
毎週月曜日深夜1時からはabemaTVでスピードワゴンのthe NIGHT。今夜は童貞スペシャル！チェリーボーイズ必見！
明日になれば気が変わるかも知れないけれど今日の天気が一年続くの希望
マスマンと広島。帰り道によく知ってる顔を見つけた https://t.co/eim8zt1mlq
面白い先輩みつけた https://t.co/azj7zxKW7C
可可愛い妹に会ったよ。早くいい人見つけなよ
に使っていいよ https://t.co/Yvy0t0pBlP
友達の楽屋にやって来たよ
に使っていいよ https://t.co/WFKl1pPIqw
温度湿度風の感じとか全てが完璧な一日など一年のうちに五日もないと思うんだけど体調だってほんとに完璧な日は五日もないのかもしれないと思う。とりあえず今日の天気は好きな感じ
小沢、ロケブロック終わってまもなくスタジオだってよ
に使っていいよ https://t.co/QbwBs4x4GF
まもほん https://t.co/KbhVtBX3bk
仕事行く前に諸々の支払いに銀行に来たのだけど、普段全然そういうの見ないから結構な額にショックを隠せない。ただ思ってたより空いてたからチャラ。
面白い漫才作りたい。寝てる間に降りてこい。
ここんところパンクストライクばかり聴いてる
昔作った一回しかやってない漫才を今やってみたら面白くなるのかなと思う時もあるけどなかなかそんなネタをやれる場所もタイミングもない。
